1000.08	865.901
1000.05	883.219
1000.02	718.584
999.993	709.814
999.964	770.286
999.935	796.125
999.906	943.085
999.877	769.92
999.849	666.005
999.82	830.213
999.791	795.495
999.762	700.271
999.733	803.887
999.704	838.331
999.675	777.709
999.646	863.985
999.617	751.548
999.588	690.969
999.559	768.582
999.531	802.998
999.502	880.568
999.473	742.323
999.444	811.248
999.415	776.604
999.386	785.109
999.357	810.864
999.328	784.861
999.299	845.101
999.27	827.724
999.241	767.248
999.212	792.985
999.183	689.443
999.154	784.118
999.125	697.841
999.096	801.098
999.067	645.945
999.038	826.679
999.009	809.329
998.98	774.767
998.951	817.681
998.922	740.1
998.893	877.654
998.864	825.897
998.835	774.157
998.806	834.237
998.777	859.903
998.748	851.17
998.719	756.476
998.69	782.142
998.661	807.8
998.632	790.488
998.603	807.545
998.574	833.187
998.545	712.821
998.516	884.445
998.487	824.208
998.458	772.573
998.429	755.286
998.4	840.981
998.371	763.628
998.342	712.035
998.313	763.388
998.284	797.572
998.255	780.297
998.226	788.748
998.197	882.915
998.168	899.918
998.139	839.791
998.11	848.227
998.08	908.06
998.051	805.134
998.022	813.572
997.993	873.382
997.964	830.438
997.935	898.787
997.906	795.943
997.877	838.604
997.848	881.252
997.819	804.123
997.79	983.613
997.76	786.767
997.731	855.047
997.702	906.207
997.673	888.969
997.644	905.923
997.615	803.239
997.586	820.201
997.557	794.445
997.528	913.895
997.498	913.752
997.469	862.378
997.44	879.317
997.411	708.465
997.382	861.972
997.353	887.436
997.324	861.702
997.294	827.446
997.265	844.374
997.236	810.131
997.207	801.477
997.178	946.277
997.149	920.558
997.119	1048.25
997.09	911.748
997.061	1013.84
997.032	902.944
997.003	885.769
996.974	885.63
996.944	876.977
996.915	978.996
996.886	774.562
996.857	885.076
996.828	791.338
996.798	893.306
996.769	901.673
996.74	927.047
996.711	918.398
996.682	952.264
996.652	926.612
996.623	841.47
996.594	900.827
996.565	883.692
996.536	849.571
996.506	857.932
996.477	866.291
996.448	951.073
996.419	984.886
996.389	925.308
996.36	933.652
996.331	857.128
996.302	975.785
996.272	848.376
996.243	882.174
996.214	941.403
996.185	932.777
996.155	822.411
996.126	890.1
996.097	889.961
996.068	864.398
996.038	915.102
996.009	830.241
995.98	863.993
995.95	1050.18
995.921	931.467
995.892	897.455
995.863	871.92
995.833	914.103
995.804	820.872
995.775	820.744
995.745	947.515
995.716	879.698
995.687	1031.79
995.657	896.336
995.628	904.651
995.599	1014.4
995.57	862.109
995.54	929.58
995.511	971.682
995.482	1005.32
995.452	912.252
995.423	945.892
995.394	895.08
995.364	954.04
995.335	996.099
995.306	928.422
995.276	936.717
995.247	995.634
995.218	995.479
995.188	902.539
995.159	961.434
995.129	1028.74
995.1	1028.58
995.071	1019.99
995.041	1002.98
995.012	1019.68
994.983	943.685
994.953	825.596
994.924	977.084
994.894	926.401
994.865	1044.14
994.836	909.275
994.806	892.298
994.777	908.992
994.747	950.927
994.718	1026.51
994.689	916.981
994.659	849.548
994.63	933.516
994.6	1084.73
994.571	882.781
994.542	966.706
994.512	958.151
994.483	966.405
994.453	957.853
994.424	974.506
994.394	1016.35
994.365	974.204
994.336	940.464
994.306	999.088
994.277	923.384
994.247	1007.17
994.218	965.056
994.188	998.468
994.159	1057.04
994.129	880.728
994.1	1031.55
994.071	997.849
994.041	1056.38
994.012	955.626
993.982	921.952
993.953	905.049
993.923	963.56
993.894	879.636
993.864	1005.14
993.835	946.362
993.805	979.71
993.776	1029.79
993.746	954.293
993.717	1247.09
993.687	962.366
993.658	1020.79
993.628	1054.09
993.599	1012.11
993.569	953.407
993.54	1003.43
993.51	1020
993.481	927.886
993.451	994.607
993.422	1069.66
993.392	927.455
993.363	1010.85
993.333	1035.76
993.304	1052.3
993.274	901.83
993.244	1018.58
993.215	985.028
993.185	1009.92
993.156	993.069
993.126	1076.35
993.097	1067.84
993.067	1076.02
993.038	1025.81
993.008	1025.66
992.978	1108.87
992.949	1050.35
992.919	958.502
992.89	1008.36
992.86	958.206
992.831	1074.69
992.801	1049.54
992.771	1024.39
992.742	890.997
992.712	1040.72
992.683	998.941
992.653	923.878
992.623	1040.24
992.594	1156.57
992.564	990.005
992.535	1006.49
992.505	998.016
992.475	1180.8
992.446	1014.34
992.416	1122.25
992.387	980.777
992.357	1063.73
992.327	1063.57
992.298	1080.02
992.268	980.172
992.238	1046.46
992.209	1137.64
992.179	996.324
992.149	1153.9
992.12	1087.32
992.09	1037.36
992.061	1095.28
992.031	1086.82
992.001	1177.89
991.972	995.249
991.942	1003.39
991.912	1077.85
991.883	1011.37
991.853	1052.66
991.823	1002.77
991.794	1044.05
991.764	1043.89
991.734	1085.14
991.704	1101.54
991.675	1051.68
991.645	1192.28
991.615	976.855
991.586	1142.25
991.556	1125.52
991.526	1059.15
991.497	1125.17
991.467	1108.46
991.437	1157.91
991.407	1008.88
991.378	959.116
991.348	1041.64
991.318	1008.42
991.289	999.996
991.259	999.842
991.229	1090.57
991.199	974.753
991.17	1156.31
991.14	1065.29
